Date,X_t,X_t-1,X_t-2,X_t-3,X_t-4,X_t-5,X_t-6,X_t-7,X_t-8,X_t-9,X_t-10,X_t-11,X_t-12,X_t-13,X_t-14,X_t-15,X_t-16,X_t-17,X_t-18,X_t-19,X_t-20,X_t-21,X_t-22,X_t-23,X_t-24,X_t-25,Pos_t-1,Neu_t-1,Neg_t-1
2017-09-25,934.28,943.26,947.55,947.54,936.86,929.75,935.29,940.13,950.44,946.65,943.29,941.41,949.89,942.02,941.48,951.99,951.99,955.24,943.63,935.75,928.13,930.5,936.89,942.58,940.4,920.87,0.0,0.82,0.18
2017-09-26,937.43,934.28,943.26,947.55,947.54,936.86,929.75,935.29,940.13,950.44,946.65,943.29,941.41,949.89,942.02,941.48,951.99,951.99,955.24,943.63,935.75,928.13,930.5,936.89,942.58,940.4,0.0,1.0,0.0
2017-09-27,959.9,937.43,934.28,943.26,947.55,947.54,936.86,929.75,935.29,940.13,950.44,946.65,943.29,941.41,949.89,942.02,941.48,951.99,951.99,955.24,943.63,935.75,928.13,930.5,936.89,942.58,0.06133333333333333,0.77,0.16866666666666666
2017-09-28,964.81,959.9,937.43,934.28,943.26,947.55,947.54,936.86,929.75,935.29,940.13,950.44,946.65,943.29,941.41,949.89,942.02,941.48,951.99,951.99,955.24,943.63,935.75,928.13,930.5,936.89,0.0,0.595,0.405
2017-09-29,973.72,964.81,959.9,937.43,934.28,943.26,947.55,947.54,936.86,929.75,935.29,940.13,950.44,946.65,943.29,941.41,949.89,942.02,941.48,951.99,951.99,955.24,943.63,935.75,928.13,930.5,,,
2017-10-02,967.47,973.72,964.81,959.9,937.43,934.28,943.26,947.55,947.54,936.86,929.75,935.29,940.13,950.44,946.65,943.29,941.41,949.89,942.02,941.48,951.99,951.99,955.24,943.63,935.75,928.13,0.0715,0.90025,0.02825
2017-10-03,972.08,967.47,973.72,964.81,959.9,937.43,934.28,943.26,947.55,947.54,936.86,929.75,935.29,940.13,950.44,946.65,943.29,941.41,949.89,942.02,941.48,951.99,951.99,955.24,943.63,935.75,0.0,0.907,0.09300000000000001
2017-10-04,966.78,972.08,967.47,973.72,964.81,959.9,937.43,934.28,943.26,947.55,947.54,936.86,929.75,935.29,940.13,950.44,946.65,943.29,941.41,949.89,942.02,941.48,951.99,951.99,955.24,943.63,0.14433333333333334,0.8556666666666667,0.0
2017-10-05,985.19,966.78,972.08,967.47,973.72,964.81,959.9,937.43,934.28,943.26,947.55,947.54,936.86,929.75,935.29,940.13,950.44,946.65,943.29,941.41,949.89,942.02,941.48,951.99,951.99,955.24,0.0,1.0,0.0
2017-10-06,993.64,985.19,966.78,972.08,967.47,973.72,964.81,959.9,937.43,934.28,943.26,947.55,947.54,936.86,929.75,935.29,940.13,950.44,946.65,943.29,941.41,949.89,942.02,941.48,951.99,951.99,0.0,1.0,0.0
